"Município";"101-5 Órgão Público do Poder Executivo Federal";"102-3 Órgão Público do Poder Executivo Estadual ou do Distrito Federal";"103-1 Órgão Público do Poder Executivo Municipal";"110-4 Autarquia Federal";"111-2 Autarquia Estadual ou do Distrito Federal";"112-0 Autarquia Municipal";"113-9 Fundação Pública de Direito Público Federal";"114-7 Fundação Pública de Direito Público Estadual ou do Distrito Federal";"115-5 Fundação Pública de Direito Público Municipal";"121-0 Consórcio Público de Direito Público (Associação Pública)";"124-4 Município";"127-9 Fundação Pública de Direito Privado Municipal";"201-1 Empresa Pública";"203-8 Sociedade de Economia Mista";"204-6 Sociedade Anônima Aberta";"205-4 Sociedade Anônima Fechada";"206-2 Sociedade Empresária Limitada";"212-7 Sociedade em Conta de Participação";"213-5 Empresário (Individual)";"214-3 Cooperativa";"215-1 Consórcio de Sociedades";"221-6 Empresa Domiciliada no Exterior";"223-2 Sociedade Simples Pura";"224-0 Sociedade Simples Limitada";"225-9 Sociedade Simples em Nome Coletivo";"230-5 Empresa Individual de Responsabilidade Limitada (de Natureza Empresária)";"231-3 Empresa Individual de Responsabilidade Limitada (de Natureza Simples)";"232-1 Sociedade Unipessoal de Advogados";"306-9 Fundação Privada";"307-7 Serviço Social Autônomo";"308-5 Condomínio Edilício";"313-1 Entidade Sindical";"322-0 Organização Religiosa";"399-9 Associação Privada";"401-4 Empresa Individual Imobiliária";"Total"
"352270 Itápolis";-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;12;-;5;-;-;-;-;10;-;-;1;-;-;-;-;-;-;3;-;44
"352280 Itaporanga";1;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;2;-;1;-;-;-;-;2;-;1;-;-;-;-;-;-;-;2;-;17
"352290 Itapuí";-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;12
"352300 Itapura";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"352310 Itaquaquecetuba";-;1;-;-;-;-;-;-;-;-;37;-;-;-;1;1;26;-;5;-;-;-;-;6;-;1;-;-;-;-;-;-;-;2;-;80
"352320 Itararé";-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;7;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;4;1;38
"352330 Itariri";-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"352340 Itatiba";-;-;-;-;-;-;-;-;-;-;39;-;-;-;-;-;59;-;5;2;-;-;4;15;-;5;1;-;-;-;-;-;-;4;-;134
"352350 Itatinga";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;8
"352360 Itirapina";-;2;-;-;-;-;-;-;-;-;10;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;16
"352370 Itirapuã";-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"352380 Itobi";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"352390 Itu";-;3;-;-;-;-;-;-;-;-;51;-;-;-;1;1;88;-;10;2;-;-;-;9;-;5;1;-;-;2;-;-;-;8;1;182
"352400 Itupeva";-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;1;6;-;3;1;-;-;-;2;-;1;-;-;-;-;-;-;-;1;-;42
"352410 Ituverava";-;1;-;-;-;-;-;-;-;-;20;-;-;-;-;-;39;-;16;3;-;-;-;20;-;5;-;-;-;-;-;-;-;4;-;108
"352420 Jaborandi";-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"352430 Jaboticabal";-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;1;14;-;4;4;-;-;30;10;-;3;1;-;-;-;-;-;-;5;-;99
"352440 Jacareí";-;-;-;-;-;-;-;1;-;-;41;-;-;-;1;2;63;-;15;2;-;-;2;80;-;6;2;-;-;-;-;-;-;7;-;222
"352450 Jaci";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;9
"352460 Jacupiranga";-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;15
"352470 Jaguariúna";-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;21;-;1;-;-;-;-;8;-;1;-;-;-;-;-;-;-;4;-;66
"352480 Jales";-;3;-;-;-;-;-;-;-;1;26;-;-;-;-;-;76;-;11;-;-;-;3;13;-;9;-;-;1;-;-;-;-;3;-;146
"352490 Jambeiro";-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"352500 Jandira";-;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;7;-;3;-;-;-;-;2;-;2;1;-;-;-;-;-;-;1;-;44
"352510 Jardinópolis";-;1;-;-;-;-;-;-;-;-;20;-;-;-;-;-;6;-;1;-;-;-;-;3;-;-;2;-;-;-;-;-;-;3;-;36
"352520 Jarinu";-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;4;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;2;-;21
"352530 Jaú";-;-;-;-;-;-;-;-;-;-;39;-;-;-;-;-;54;-;8;2;-;-;1;58;-;4;1;-;2;-;-;1;-;4;-;174
"352540 Jeriquara";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"352550 Joanópolis";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;6
"352560 João Ramalho";-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"352570 José Bonifácio";-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;14;-;8;-;-;-;1;12;-;1;-;-;-;-;-;-;-;2;-;52
"352580 Júlio Mesquita";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;5
"352585 Jumirim";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"352590 Jundiaí";-;4;-;-;-;2;-;-;-;-;70;-;-;-;3;14;220;-;32;5;-;-;56;163;-;18;7;-;-;-;-;5;-;26;-;625
"352600 Junqueirópolis";-;1;-;-;-;-;-;-;-;-;14;-;-;-;-;-;3;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;21
"352610 Juquiá";-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"352620 Juquitiba";-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"352630 Lagoinha";-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;8
"352640 Laranjal Paulista";-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;10;-;-;-;-;-;1;3;-;2;-;-;-;-;-;-;-;4;-;34
"352650 Lavínia";-;3;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"352660 Lavrinhas";-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"352670 Leme";-;-;-;-;-;-;-;-;-;-;34;-;-;-;-;-;39;-;4;2;-;-;26;6;-;7;6;-;-;-;-;1;-;4;-;129
"352680 Lençóis Paulista";-;-;-;-;-;-;-;-;-;-;20;-;-;-;1;-;35;-;9;1;-;-;1;1;-;7;-;-;1;-;-;-;-;5;-;81
"352690 Limeira";-;2;-;-;-;-;-;2;-;-;56;-;-;-;-;-;126;-;34;6;-;-;3;21;-;14;2;-;-;2;1;-;-;14;-;283
"352700 Lindóia";-;-;-;-;-;-;-;-;-;1;6;-;-;-;-;-;5;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"352710 Lins";-;3;-;-;-;-;-;-;-;-;25;-;-;-;-;2;70;-;51;4;-;-;6;33;-;11;-;-;1;-;-;4;-;8;-;218
"352720 Lorena";-;1;-;-;-;-;-;1;-;-;29;-;-;-;3;-;37;-;6;3;-;-;-;14;-;2;-;-;-;-;-;-;-;4;-;100
"352725 Lourdes";-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"352730 Louveira";-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;8;-;3;1;-;-;-;2;-;-;-;-;-;-;-;-;-;3;-;28
"352740 Lucélia";-;1;-;-;-;-;-;-;-;-;7;-;-;-;-;-;7;-;5;-;-;-;-;4;-;-;-;-;-;-;-;-;-;2;-;26
"352750 Lucianópolis";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"352760 Luís Antônio";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"352770 Luiziânia";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"352780 Lupércio";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"352790 Lutécia";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"352800 Macatuba";-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;2;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;20
"352810 Macaubal";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;6
"352820 Macedônia";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"352830 Magda";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"352840 Mairinque";-;1;-;-;-;-;-;-;-;-;23;-;-;-;-;1;9;-;4;-;-;-;3;2;-;1;-;-;-;-;-;-;-;-;-;44
"352850 Mairiporã";-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;1;8;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;7;-;50
"352860 Manduri";-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"352870 Marabá Paulista";-;1;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"352880 Maracaí";-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;4;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;14
"352885 Marapoama";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"352890 Mariápolis";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"352900 Marília";-;9;-;-;3;-;-;1;-;-;80;-;-;-;-;1;120;-;26;2;-;-;2;56;-;11;-;-;1;1;-;-;-;10;-;323
"352910 Marinópolis";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"352920 Martinópolis";-;1;-;-;-;-;-;-;-;-;17;-;-;-;-;-;3;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;2;-;25
"352930 Matão";-;1;-;-;-;-;-;-;-;-;29;-;-;-;-;1;25;-;14;2;-;-;43;14;-;2;17;-;-;-;-;-;-;1;-;149
"352940 Mauá";-;2;-;-;-;-;-;-;-;-;61;-;-;1;1;10;72;-;11;-;-;-;-;61;-;12;3;-;-;1;-;-;-;5;-;240
"352950 Mendonça";-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"352960 Meridiano";-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"352965 Mesópolis";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"352970 Miguelópolis";-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;10;-;2;-;-;-;-;2;-;1;-;-;-;-;-;-;-;4;-;27
"352980 Mineiros do Tietê";-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;11
"353000 Mira Estrela";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"352990 Miracatu";1;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17
"353010 Mirandópolis";-;3;-;-;-;-;-;-;-;-;14;-;-;-;-;-;5;-;10;-;-;-;-;4;-;-;-;-;-;-;-;-;-;1;-;37
"353020 Mirante do Paranapanema";-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;1;2;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;21
"353030 Mirassol";-;-;-;-;-;-;-;1;-;-;17;-;-;-;-;-;42;-;9;-;-;-;2;11;-;2;-;-;-;-;-;-;-;2;-;86
"353040 Mirassolândia";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"353050 Mococa";-;1;-;-;-;-;-;-;-;-;32;-;-;-;-;1;42;-;27;1;-;-;25;29;-;9;1;-;-;-;-;1;-;3;-;172
"353060 Mogi das Cruzes";-;7;-;-;-;-;-;-;-;-;68;-;-;-;2;2;79;-;19;-;-;-;-;51;-;8;3;-;-;-;-;1;-;7;-;247
"353070 Mogi Guaçu";-;1;-;-;-;-;-;-;-;-;37;-;-;-;1;-;21;-;4;1;-;-;69;16;-;2;8;-;-;1;-;-;-;3;-;164
"353080 Mogi Mirim";-;2;-;-;-;-;-;2;-;-;25;-;-;-;-;-;20;-;5;-;-;-;37;15;-;2;9;-;-;-;-;-;-;7;-;124
"353090 Mombuca";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"353100 Monções";-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"353110 Mongaguá";1;1;-;-;-;-;-;-;-;-;23;-;-;-;-;-;8;-;-;1;-;-;-;2;-;3;-;-;-;-;-;-;-;2;-;41
"353120 Monte Alegre do Sul";-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"353130 Monte Alto";-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;19;-;9;3;-;-;24;11;-;11;1;-;-;-;-;-;-;2;-;103
"353140 Monte Aprazível";-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;23;-;5;-;-;-;1;2;-;2;-;-;-;-;-;-;-;2;-;43
"353150 Monte Azul Paulista";-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;3;-;-;-;-;-;3;4;-;-;4;-;-;-;-;-;-;4;-;28
"353160 Monte Castelo";-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"353180 Monte Mor";-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;11;-;2;-;-;-;-;3;-;3;-;-;-;-;-;-;-;1;-;38
"353170 Monteiro Lobato";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"353190 Morro Agudo";-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;12;-;8;1;-;-;3;7;-;3;1;-;-;-;-;-;-;3;-;52
"353200 Morungaba";-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;5;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;16
"353205 Motuca";-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"353210 Murutinga do Sul";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"353215 Nantes";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"353220 Narandiba";-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"353230 Natividade da Serra";-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"353240 Nazaré Paulista";-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;8
"353250 Neves Paulista";-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;11
"353260 Nhandeara";-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;11;-;4;-;-;-;3;2;-;-;-;-;-;-;-;-;-;3;-;29
"353270 Nipoã";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"353280 Nova Aliança";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"353282 Nova Campina";-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"353284 Nova Canaã Paulista";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"353286 Nova Castilho";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"353290 Nova Europa";-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;10
"353300 Nova Granada";-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;6;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;22
"353310 Nova Guataporanga";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"353320 Nova Independência";-;1;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"353330 Nova Luzitânia";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"353340 Nova Odessa";-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;1;5;-;-;1;-;-;-;2;-;2;-;-;-;-;-;-;-;2;-;27
"353325 Novais";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"353350 Novo Horizonte";-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;22;-;8;-;-;-;-;23;-;1;-;-;-;-;-;-;-;2;-;69
"353360 Nuporanga";-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;2;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;16
"353370 Ocauçu";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"353380 Óleo";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"353390 Olímpia";-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;14;-;14;2;-;-;-;20;-;1;-;-;-;-;-;-;-;3;-;78
"353400 Onda Verde";-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"353410 Oriente";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"353420 Orindiúva";-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;5;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;11
"353430 Orlândia";-;1;-;-;-;-;-;-;-;-;16;-;-;-;-;-;31;-;12;2;-;-;23;10;-;7;1;-;-;-;-;-;-;4;-;107
"353440 Osasco";-;6;-;-;-;-;-;-;-;-;83;-;-;-;6;12;221;-;36;1;-;-;10;228;-;51;12;-;2;1;-;1;-;8;-;678
"353450 Oscar Bressane";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"353460 Osvaldo Cruz";-;1;-;-;-;-;-;-;-;-;13;-;-;-;-;-;12;-;5;-;-;-;-;14;-;1;1;-;-;-;-;-;-;3;-;50
"353470 Ourinhos";-;1;-;-;-;-;-;-;-;-;36;-;-;-;-;-;86;-;41;2;-;-;-;21;-;7;-;-;-;1;-;1;-;9;-;205
"353480 Ouro Verde";-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;7
"353475 Ouroeste";-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;13;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24
"353490 Pacaembu";-;4;-;-;-;-;-;-;-;-;6;-;-;-;-;-;1;-;4;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;18
"353500 Palestina";-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;1;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"353510 Palmares Paulista";-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;2;-;2;-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;12
"353520 Palmeira d'Oeste";-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;2;-;10
"353530 Palmital";-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;5;-;9;-;-;-;-;3;-;2;4;-;-;-;-;2;-;2;-;41
"353540 Panorama";-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;12
"353550 Paraguaçu Paulista";-;1;-;-;-;-;-;-;-;-;23;-;-;-;-;-;18;-;21;-;-;-;-;7;-;4;-;-;-;-;-;-;-;1;-;75
"353560 Paraibuna";-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"353570 Paraíso";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"353580 Paranapanema";-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;1;11;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;29
"353590 Paranapuã";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"353600 Parapuã";-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;10
"353610 Pardinho";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"353620 Pariquera-Açu";-;2;-;-;-;-;-;-;-;1;12;-;-;-;-;-;3;-;1;-;-;-;-;1;-;2;-;-;-;1;-;-;-;2;-;25
"353625 Parisi";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"353630 Patrocínio Paulista";-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;17
"353640 Paulicéia";-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"353650 Paulínia";-;-;-;-;-;-;-;-;-;-;27;-;-;1;-;3;38;-;3;-;-;-;-;12;-;7;2;-;-;-;-;-;-;2;-;95
"353657 Paulistânia";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"353660 Paulo de Faria";-;1;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;7
"353670 Pederneiras";-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;12;-;12;-;-;-;-;3;-;-;-;-;-;-;-;-;-;2;-;50
"353680 Pedra Bela";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"353690 Pedranópolis";-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"353700 Pedregulho";-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;3;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;19
"353710 Pedreira";-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;10;-;1;-;-;-;3;10;-;2;-;-;1;-;-;-;-;2;-;43
"353715 Pedrinhas Paulista";-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
