"Município";"CENTRO DE APOIO A SAÚDE DA FAMÍLIA-CASF";"CENTRO DE ATENÇÃO HEMOTERÁPICA E/OU HEMATOLÓGICA";"CENTRO DE ATENÇÃO PSICOSSOCIAL-CAPS";"CENTRO DE PARTO NORMAL";"CENTRO DE SAUDE/UNIDADE BASICA DE SAUDE";"CENTRAL DE REGULACAO DE SERVICOS DE SAUDE";"CLINICA ESPECIALIZADA/AMBULATORIO ESPECIALIZADO";"CONSULTORIO";"COOPERATIVA";"FARMACIA";"HOSPITAL ESPECIALIZADO";"HOSPITAL GERAL";"HOSPITAL DIA";"LABORATORIO CENTRAL DE SAUDE PUBLICA - LACEN";"POLICLINICA";"POSTO DE SAUDE";"PRONTO SOCORRO ESPECIALIZADO";"PRONTO SOCORRO GERAL";"SECRETARIA DE SAUDE";"UNIDADE DE SERVICO DE APOIO DE DIAGNOSE E TERAPIA";"UNIDADE DE VIGILANCIA EM SAUDE";"UNIDADE MISTA";"UNIDADE MOVEL DE NIVEL PRE-HOSP-URGENCIA/EMERGENCI";"UNIDADE MOVEL FLUVIAL";"UNIDADE MOVEL TERRESTRE";"Total"
"352430 Jaboticabal";-;-;1;-;8;-;17;55;-;-;-;2;-;-;6;-;-;1;-;6;1;-;-;-;-;97
"352440 Jacareí";-;-;2;-;17;-;27;239;-;-;-;5;-;-;1;1;1;1;-;20;1;-;1;-;-;316
"352450 Jaci";-;-;-;-;2;-;4;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;8
"352460 Jacupiranga";-;-;-;-;4;-;-;4;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;-;11
"352470 Jaguariúna";-;-;-;-;5;-;2;31;-;-;-;1;-;-;2;-;-;-;-;3;2;-;-;-;1;47
"352480 Jales";-;-;-;-;9;-;9;91;-;-;-;1;-;-;1;-;-;1;-;15;1;-;-;-;-;128
"352490 Jambeiro";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"352500 Jandira";-;-;1;-;9;-;4;2;-;-;1;1;-;-;2;-;-;1;-;1;1;-;-;-;1;24
"352510 Jardinópolis";-;-;-;-;8;-;4;4;-;-;-;1;-;-;2;-;-;-;-;3;1;-;-;-;-;23
"352520 Jarinu";-;-;-;-;2;-;-;2;-;-;-;-;-;-;-;1;-;-;-;1;1;1;-;-;-;8
"352530 Jaú";-;-;1;-;16;-;42;206;-;-;2;2;-;-;1;-;-;2;-;10;2;-;-;-;-;284
"352540 Jeriquara";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"352550 Joanópolis";-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;4
"352560 João Ramalho";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"352570 José Bonifácio";-;-;-;-;8;-;6;9;-;-;-;1;-;-;3;-;-;-;-;5;-;-;-;-;-;32
"352580 Júlio Mesquita";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"352585 Jumirim";-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;4
"352590 Jundiaí";-;1;3;-;35;-;136;861;-;1;2;4;3;-;9;-;-;4;3;38;-;-;-;-;-;1100
"352600 Junqueirópolis";-;-;1;-;4;-;-;5;-;-;-;1;-;-;-;1;-;1;-;1;-;-;-;-;-;14
"352610 Juquiá";-;-;-;-;3;-;-;1;-;-;-;1;-;-;-;2;-;-;-;1;-;-;-;-;-;8
"352620 Juquitiba";-;-;1;-;4;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;10
"352630 Lagoinha";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"352640 Laranjal Paulista";-;-;1;-;6;-;4;32;-;-;-;1;-;-;2;-;-;-;-;5;1;-;-;-;-;52
"352650 Lavínia";-;-;-;-;2;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;6
"352660 Lavrinhas";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"352670 Leme";-;-;-;-;16;-;20;83;-;-;-;2;-;-;2;-;-;-;1;11;1;-;-;-;3;139
"352680 Lençóis Paulista";-;-;-;-;10;-;1;100;-;-;-;1;1;-;1;-;-;1;-;6;1;-;-;-;1;123
"352690 Limeira";-;-;-;-;27;-;27;242;-;-;-;4;-;-;8;-;-;-;1;20;1;-;2;-;-;332
"352700 Lindóia";-;-;-;-;2;-;2;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;6
"352710 Lins";-;1;5;-;7;-;4;242;-;-;1;3;-;-;1;3;-;-;-;8;2;-;-;-;-;277
"352720 Lorena";-;-;2;-;19;-;7;128;-;-;-;2;-;-;-;-;-;-;-;9;-;-;-;-;-;167
"352725 Lourdes";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"352730 Louveira";-;-;-;-;2;-;2;11;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;18
"352740 Lucélia";-;-;-;-;3;-;2;12;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;19
"352750 Lucianópolis";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"352760 Luís Antônio";-;-;-;-;4;-;1;2;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;9
"352770 Luiziânia";-;-;-;-;-;-;-;4;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;6
"352780 Lupércio";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"352790 Lutécia";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"352800 Macatuba";-;-;-;-;3;-;4;5;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;14
"352810 Macaubal";-;-;-;-;1;-;1;2;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;6
"352820 Macedônia";-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"352830 Magda";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"352840 Mairinque";-;-;-;-;16;-;6;9;-;-;-;1;-;-;-;-;-;-;-;1;2;-;-;-;-;35
"352850 Mairiporã";-;-;1;-;6;-;5;13;-;1;-;1;-;-;3;2;-;-;1;2;1;-;-;-;-;36
"352860 Manduri";-;-;-;-;3;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;10
"352870 Marabá Paulista";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3
"352880 Maracaí";-;-;1;-;4;-;-;3;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;11
"352885 Marapoama";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"352890 Mariápolis";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"352900 Marília";-;-;2;-;48;1;31;371;-;2;2;6;-;1;2;-;1;1;-;17;2;-;3;-;-;490
"352910 Marinópolis";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"352920 Martinópolis";-;-;1;-;7;-;2;12;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;25
"352930 Matão";-;-;1;-;7;-;7;95;-;-;-;1;-;-;2;1;-;-;-;4;1;-;-;-;1;120
"352940 Mauá";-;-;3;-;23;-;18;101;-;-;1;4;-;-;8;-;-;-;-;24;2;-;1;-;1;186
"352950 Mendonça";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"352960 Meridiano";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"352965 Mesópolis";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"352970 Miguelópolis";-;-;-;-;7;-;1;5;-;-;-;1;-;-;-;-;-;1;-;6;-;-;-;-;-;21
"352980 Mineiros do Tietê";-;-;-;-;2;-;2;3;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;8
"353000 Mira Estrela";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"352990 Miracatu";-;-;-;-;2;-;-;1;-;-;-;1;-;-;-;4;-;-;-;1;-;-;-;-;-;9
"353010 Mirandópolis";-;-;-;-;6;-;-;23;-;-;-;2;-;-;-;3;-;-;-;7;2;-;-;-;-;43
"353020 Mirante do Paranapanema";-;-;-;-;7;-;1;4;-;-;-;-;-;-;2;1;-;-;-;1;-;-;-;-;-;16
"353030 Mirassol";-;-;1;-;5;-;18;15;-;-;-;2;-;-;-;1;-;1;-;6;1;-;-;-;-;50
"353040 Mirassolândia";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"353050 Mococa";-;-;1;-;19;-;20;77;-;-;-;1;1;-;5;-;-;1;-;9;2;-;1;-;-;137
"353060 Mogi das Cruzes";-;-;-;1;33;1;84;99;-;1;-;7;-;-;6;-;-;-;1;36;3;-;-;-;1;273
"353070 Mogi Guaçu";-;-;2;-;17;-;27;177;-;1;-;3;-;-;4;-;-;1;-;12;1;-;-;-;-;245
"353080 Mogi Mirim";-;-;2;-;13;-;8;87;-;-;1;1;-;-;1;1;-;-;-;13;1;-;-;-;-;128
"353090 Mombuca";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"353100 Monções";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;3
"353110 Mongaguá";-;-;-;-;8;-;6;5;-;1;-;1;-;-;1;-;-;2;-;-;1;-;-;-;-;25
"353120 Monte Alegre do Sul";-;-;-;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;6
"353130 Monte Alto";-;-;-;-;7;-;6;114;-;-;-;2;-;-;13;-;-;1;-;1;1;-;-;-;-;145
"353140 Monte Aprazível";-;-;-;-;4;-;11;8;-;-;-;1;-;-;-;2;-;-;-;1;1;-;-;-;-;28
"353150 Monte Azul Paulista";-;-;-;-;2;-;1;10;-;-;-;2;-;-;1;-;-;1;-;3;-;-;-;-;-;20
"353160 Monte Castelo";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"353180 Monte Mor";-;-;1;-;11;-;5;17;-;-;-;1;-;-;-;-;-;-;-;3;2;-;-;-;1;41
"353170 Monteiro Lobato";-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;5
"353190 Morro Agudo";-;-;-;-;6;-;2;28;-;-;-;1;-;-;-;2;-;-;-;3;2;-;-;-;-;44
"353200 Morungaba";-;-;1;-;3;-;1;-;-;-;-;1;-;-;-;-;-;-;-;2;1;-;-;-;-;9
"353205 Motuca";-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;4
"353210 Murutinga do Sul";-;-;-;-;1;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"353215 Nantes";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"353220 Narandiba";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"353230 Natividade da Serra";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"353240 Nazaré Paulista";-;-;-;-;1;-;2;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;5
"353250 Neves Paulista";-;-;-;-;2;-;1;4;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;10
"353260 Nhandeara";-;-;-;-;4;-;2;11;-;-;1;1;-;-;-;-;-;-;-;3;-;-;-;-;-;22
"353270 Nipoã";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"353280 Nova Aliança";-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"353282 Nova Campina";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3
"353284 Nova Canaã Paulista";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"353286 Nova Castilho";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"353290 Nova Europa";-;-;-;-;4;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"353300 Nova Granada";-;-;-;-;3;-;2;1;-;-;-;1;-;-;1;2;-;-;-;1;-;-;-;-;-;11
"353310 Nova Guataporanga";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"353320 Nova Independência";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"353330 Nova Luzitânia";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"353340 Nova Odessa";-;-;-;-;4;-;5;32;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;44
"353325 Novais";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"353350 Novo Horizonte";-;-;-;-;5;-;11;22;-;-;-;1;-;-;-;1;-;-;-;3;-;-;-;-;-;43
"353360 Nuporanga";-;-;-;-;4;-;-;11;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;18
"353370 Ocauçu";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"353380 Óleo";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"353390 Olímpia";-;-;-;-;8;-;4;39;-;-;-;1;-;-;3;-;-;-;-;11;-;-;-;-;-;66
"353400 Onda Verde";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3
"353410 Oriente";-;-;-;-;2;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"353420 Orindiúva";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"353430 Orlândia";-;-;-;-;6;-;2;76;-;-;-;1;-;-;2;-;-;-;-;5;2;-;1;-;-;95
"353440 Osasco";-;1;2;-;36;1;109;273;-;4;1;7;-;-;7;-;1;4;-;32;3;-;1;-;1;483
"353450 Oscar Bressane";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"353460 Osvaldo Cruz";-;-;-;-;5;-;1;19;-;-;-;2;-;-;1;2;-;-;-;8;1;-;-;-;1;40
"353470 Ourinhos";-;1;1;-;16;-;19;205;-;-;3;3;-;-;3;3;-;-;-;19;2;-;-;-;-;275
"353480 Ouro Verde";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;4
"353475 Ouroeste";-;-;-;-;1;-;-;5;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;8
"353490 Pacaembu";-;-;-;-;4;1;-;5;-;-;-;1;-;-;-;-;-;-;-;2;1;-;-;-;-;14
"353500 Palestina";-;-;-;-;1;-;2;2;-;-;-;-;-;-;1;2;-;-;-;1;-;-;-;-;-;9
"353510 Palmares Paulista";-;-;-;-;1;-;1;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;5
"353520 Palmeira d'Oeste";-;-;-;-;1;-;-;3;-;-;-;1;-;-;-;2;-;-;-;1;-;-;-;-;-;8
"353530 Palmital";-;-;-;-;5;-;1;8;-;-;-;2;-;-;1;-;-;-;1;1;1;-;-;-;-;20
"353540 Panorama";-;-;-;-;1;-;1;2;-;-;-;1;-;-;-;2;-;1;-;-;-;-;-;-;-;8
"353550 Paraguaçu Paulista";-;-;1;-;12;-;1;36;-;-;-;1;-;-;-;-;-;-;-;5;1;-;-;-;1;58
"353560 Paraibuna";-;-;-;-;1;-;-;2;-;-;-;1;-;-;-;5;-;1;-;1;-;-;-;-;-;11
"353570 Paraíso";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3
"353580 Paranapanema";-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;1;-;-;-;6
"353590 Paranapuã";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"353600 Parapuã";-;-;-;-;4;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"353610 Pardinho";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3
"353620 Pariquera-Açu";-;-;-;-;5;-;-;3;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;11
"353625 Parisi";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"353630 Patrocínio Paulista";-;-;-;-;5;-;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;8
"353640 Paulicéia";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3
"353650 Paulínia";-;-;2;-;6;1;13;58;-;-;-;2;-;-;9;-;-;-;1;4;1;-;-;-;1;98
"353657 Paulistânia";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"353660 Paulo de Faria";-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;4
"353670 Pederneiras";-;-;-;-;12;-;2;28;-;-;-;1;-;-;-;-;-;-;-;4;-;-;-;-;-;47
"353680 Pedra Bela";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"353690 Pedranópolis";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;3
"353700 Pedregulho";-;-;-;-;6;-;3;6;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;18
"353710 Pedreira";-;-;1;-;6;-;1;4;-;-;-;1;-;-;3;-;-;1;-;7;-;-;-;-;-;24
"353715 Pedrinhas Paulista";-;-;-;-;2;-;-;3;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;7
"353720 Pedro de Toledo";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"353730 Penápolis";-;-;1;-;11;-;4;84;-;-;1;1;-;-;2;-;-;1;1;14;1;-;-;-;1;122
"353740 Pereira Barreto";-;-;-;-;4;-;1;15;-;-;-;1;-;-;-;1;-;-;-;2;2;-;-;-;-;26
"353750 Pereiras";-;-;-;-;4;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;7
"353760 Peruíbe";-;-;-;-;7;-;5;11;-;-;-;1;-;-;1;5;-;-;-;1;1;-;-;-;-;32
"353770 Piacatu";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"353780 Piedade";-;-;-;-;6;-;-;11;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;19
"353790 Pilar do Sul";-;-;-;-;3;-;1;3;-;-;-;1;-;-;1;-;-;-;-;-;1;-;-;-;-;10
"353800 Pindamonhangaba";-;-;1;-;22;-;17;164;-;-;-;3;-;-;7;-;-;1;-;14;1;-;-;-;1;231
"353810 Pindorama";-;-;-;-;4;-;-;3;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;8
"353820 Pinhalzinho";-;-;-;-;4;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;6
"353830 Piquerobi";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"353850 Piquete";-;-;-;-;5;-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;8
"353860 Piracaia";-;-;-;-;2;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;5
"353870 Piracicaba";-;-;1;-;58;1;123;371;-;1;-;5;1;-;5;-;1;4;-;78;2;-;1;-;1;653
"353880 Piraju";-;-;-;-;8;-;1;38;-;-;-;1;-;-;2;-;-;-;-;4;1;-;-;-;-;55
"353890 Pirajuí";-;-;-;-;7;-;1;20;-;-;1;1;-;-;-;-;-;1;-;3;-;-;-;-;1;35
"353900 Pirangi";-;-;-;-;2;-;1;6;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;11
"353910 Pirapora do Bom Jesus";-;-;-;-;5;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;8
"353920 Pirapozinho";-;-;-;-;4;-;1;6;-;-;1;-;-;-;1;1;-;1;-;5;-;-;-;-;-;20
"353930 Pirassununga";-;-;2;-;-;-;8;96;-;-;-;2;-;-;2;16;-;1;-;7;-;-;1;-;-;135
"353940 Piratininga";-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;3
"353950 Pitangueiras";-;-;-;-;7;-;2;17;-;-;-;1;-;-;1;-;-;1;-;3;-;-;-;-;-;32
"353960 Planalto";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"353970 Platina";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"353980 Poá";-;-;-;-;8;-;3;9;-;-;-;1;-;-;2;2;-;-;-;5;3;-;-;-;-;33
"353990 Poloni";-;-;-;-;1;-;-;3;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;5
"354000 Pompéia";-;-;1;-;6;-;9;43;-;-;-;1;-;-;-;1;-;1;1;3;-;-;-;-;-;66
"354010 Pongaí";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354020 Pontal";-;-;-;-;8;-;4;13;-;-;-;1;-;-;2;-;-;-;-;8;1;-;-;-;-;37
"354025 Pontalinda";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354030 Pontes Gestal";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354040 Populina";-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354050 Porangaba";-;-;-;-;1;-;-;3;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;7
"354060 Porto Feliz";-;-;-;-;7;1;5;34;-;1;-;1;-;-;1;1;-;-;1;3;2;-;-;-;-;57
"354070 Porto Ferreira";-;-;-;-;7;-;-;78;-;-;-;1;-;-;3;4;-;-;-;7;1;-;-;-;-;101
"354075 Potim";-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;4
"354080 Potirendaba";-;-;-;-;4;-;1;7;-;-;-;1;-;-;-;-;-;-;-;3;1;-;-;-;-;17
"354085 Pracinha";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354090 Pradópolis";-;-;-;-;5;-;-;5;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;12
"354100 Praia Grande";-;-;1;-;21;1;19;46;1;-;-;1;2;-;3;1;-;3;-;13;2;-;-;-;1;115
"354105 Pratânia";-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;4
"354110 Presidente Alves";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354120 Presidente Bernardes";-;-;-;-;9;-;-;5;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;17
"354130 Presidente Epitácio";-;-;-;-;8;-;-;17;-;-;-;1;-;-;-;1;-;-;-;6;1;-;-;-;-;34
"354140 Presidente Prudente";-;-;1;-;25;1;51;371;-;-;6;8;-;1;5;-;-;1;-;32;2;-;1;-;-;505
"354150 Presidente Venceslau";-;-;1;-;10;-;-;29;-;-;-;1;-;-;-;-;-;-;-;8;1;-;-;-;-;50
"354160 Promissão";-;-;-;-;11;-;5;23;-;-;-;1;-;-;1;-;-;-;-;3;2;-;-;-;-;46
"354165 Quadra";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354170 Quatá";-;-;-;-;3;-;1;10;-;-;-;-;-;-;-;1;-;1;-;2;-;-;-;-;-;18
"354180 Queiroz";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354190 Queluz";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3
"354200 Quintana";-;-;-;-;3;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"354210 Rafard";-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"354220 Rancharia";-;-;1;-;6;-;2;24;-;-;-;1;-;-;-;-;-;-;-;4;-;-;-;-;-;38
"354230 Redenção da Serra";-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"354240 Regente Feijó";-;-;-;-;7;-;-;1;-;-;-;1;-;-;-;-;-;-;-;3;2;-;-;-;-;14
"354250 Reginópolis";-;-;-;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"354260 Registro";-;-;-;-;10;-;10;49;-;1;-;2;-;-;-;1;-;1;-;8;-;-;-;-;-;82
"354270 Restinga";-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"354280 Ribeira";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3
"354290 Ribeirão Bonito";-;-;-;-;4;-;1;8;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;15
"354300 Ribeirão Branco";-;-;-;-;5;-;-;-;-;-;-;1;-;-;-;2;-;-;-;1;1;-;-;-;-;10
"354310 Ribeirão Corrente";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354320 Ribeirão do Sul";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354323 Ribeirão dos Índios";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354325 Ribeirão Grande";-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;4
"354330 Ribeirão Pires";-;-;3;-;9;-;19;34;-;-;-;2;1;-;5;-;-;1;-;8;1;-;-;-;-;83
"354340 Ribeirão Preto";-;-;2;-;37;1;139;577;-;1;4;12;-;1;37;13;-;1;1;91;4;-;2;-;3;926
